combination,r2,q2,mae,rmsd,threshold,model,predictions
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_12_13', 'dihedral_[28, 27, 29, 11]')",0.4178168605018958,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.16636401 0.69050649 0.70083615 1.01316194 0.62773945 0.68855267
 0.63158176 0.46593538 0.71265121 0.99456253 1.03401197 0.21510266
 0.87214091 0.65104675 0.70977434 0.52419523 0.76377923 1.37273793]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_12_13', 'bond_length_11-26')",0.384866940047741,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.24684415 0.64621505 0.80869546 0.93956294 0.58940767 0.66841536
 0.6108197  0.47173727 0.64478755 0.91931095 1.02179645 0.16657613
 0.79420105 0.72898495 0.8236926  0.64404786 0.86544856 1.2441369 ]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_12_13', 'aniso')",0.3862897449465914,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.23329077 0.61860115 0.80022791 0.89366068 0.55876679 0.65642665
 0.6142392  0.46816175 0.63546721 0.9564524  1.01391057 0.19030228
 0.79565647 0.755355   0.84684952 0.65535298 0.8726048  1.26935447]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_12_13', 'iso')",0.4455140495735086,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.14748762 0.92418931 0.72445756 0.84804883 0.53885047 0.71477455
 0.65740416 0.45344969 0.6475185  0.83236614 1.19325293 0.16929498
 0.77729681 0.73439832 0.7152648  0.55765199 0.81426421 1.38470974]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'Amplitude_Stretch_24_25')",0.4962035491432817,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.43433034 0.54502906 0.99423422 0.97840632 0.5901487  0.64070452
 0.5079471  0.4968393  0.58961719 0.81581652 0.86695196 0.36163297
 0.56240515 0.55313417 0.83120681 0.67187506 1.08288111 1.31152011]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'dipole_x_6-11-4')",0.37978181829895674,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.40703832 0.36214011 0.75629679 0.84489546 0.5297177  0.84025669
 0.76046999 0.89077236 0.62466694 0.66818559 0.70380926 0.61206417
 0.44803618 0.57498989 0.87201548 0.68335261 1.08695287 1.1690202 ]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'dipole_y_6-11-4')",0.3504909111042199,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.25508642 0.47450701 0.9701225  0.91158228 0.60517728 0.87612709
 0.7742677  0.86573481 0.48596995 0.7213151  0.72086664 0.55466869
 0.3854383  0.43501699 0.84363757 0.76059265 1.04324728 1.15132235]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'dipole_z_6-11-4')",0.43290469848605817,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.33147141 0.50748056 1.0869168  0.78645089 0.57527183 0.91617675
 0.83865473 0.93192392 0.57102217 0.83463033 0.80287698 0.77159767
 0.32669863 0.23052847 0.81385629 0.56447511 0.79812004 1.14652806]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'total_dipole_6-11-4')",0.3998709613354209,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.21449917 0.65598932 0.91007809 0.94921157 0.75946869 0.94242254
 0.81698298 0.87382359 0.41127662 0.71927218 0.74890075 0.59393288
 0.29664182 0.25087211 0.90119067 0.64770507 0.97011171 1.17230084]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'nbo_atom_14')",0.35637797643832214,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.26501372 0.57234102 0.96662265 0.85500638 0.65494458 0.91606397
 0.79702795 0.85039151 0.44540171 0.6759022  0.70392103 0.52002813
 0.34602704 0.4757226  0.87050441 0.70984733 1.04114152 1.16877286]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'nbo_atom_11')",0.3531559074600493,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.30683811 0.51695267 0.94221881 0.96522619 0.66823404 0.89457205
 0.74082062 0.85718765 0.5544976  0.71328626 0.6850219  0.49466017
 0.38562475 0.45825399 0.82257352 0.65321122 1.03519641 1.14030465]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'nbo_atom_27')",0.3460637138058116,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.30122959 0.47658019 0.95817522 0.88289761 0.58843946 0.86519313
 0.77489871 0.87346302 0.49836836 0.69757797 0.71982677 0.56128484
 0.37609427 0.51463721 0.88183651 0.69956755 1.02156898 1.1430412 ]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'nbo_atom_6')",0.3494897880841189,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.28043079 0.53281076 0.95979991 0.90992968 0.64011785 0.87759195
 0.78967639 0.85680881 0.52594473 0.68255606 0.70252505 0.50167868
 0.35367939 0.46601751 0.87270281 0.70033047 1.04076668 1.14131311]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'nbo_atom_26')",0.3856659965935121,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.25782301 0.63408566 0.94415447 0.99026104 0.75634423 0.92922528
 0.75528866 0.85062011 0.47484447 0.67744294 0.72669347 0.48920976
 0.38855683 0.2767862  0.82798287 0.67897618 1.03273036 1.14365509]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B1_11-26')",0.34507329084752303,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29897233 0.47020857 0.94914455 0.91849942 0.60440391 0.85971244
 0.77918017 0.87953122 0.51791735 0.69115056 0.7211643  0.56175935
 0.37628573 0.49847006 0.86565984 0.68346013 1.01757361 1.14158709]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B5_11-26')",0.34507329084752303,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29897233 0.47020857 0.94914455 0.91849942 0.60440391 0.85971244
 0.77918017 0.87953122 0.51791735 0.69115056 0.7211643  0.56175935
 0.37628573 0.49847006 0.86565984 0.68346013 1.01757361 1.14158709]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'L_11-26')",0.346583263165001,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29239186 0.44919494 0.94206392 0.91473605 0.58997835 0.84099689
 0.7882548  0.88329659 0.53577688 0.6834425  0.72026172 0.58056715
 0.36682801 0.53102691 0.85519433 0.67462339 1.01005587 1.17599046]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B1_B5_angle_11-26')",0.34507329084752303,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29897233 0.47020857 0.94914455 0.91849942 0.60440391 0.85971244
 0.77918017 0.87953122 0.51791735 0.69115056 0.7211643  0.56175935
 0.37628573 0.49847006 0.86565984 0.68346013 1.01757361 1.14158709]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B1_11-27')",0.34560276789404576,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29260709 0.47091011 0.94553538 0.91466466 0.5979844  0.86318475
 0.77103258 0.87037066 0.51097374 0.70252888 0.7131957  0.56169829
 0.38046563 0.49756539 0.89776098 0.681429   1.01714641 1.14562697]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B5_11-27')",0.46365836997995047,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.32551977 0.31729721 0.97575344 0.59902489 0.5343243  0.72114381
 0.72951815 0.84066845 0.49486642 0.93175928 0.86286973 0.77038005
 0.51782283 0.42194517 0.79764896 0.57998264 1.10144452 1.312711  ]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'L_11-27')",0.3682467573526669,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.34070794 0.50838808 0.95164964 1.05166504 0.65335529 0.86156233
 0.80166667 0.9090338  0.53031991 0.66159772 0.71938707 0.61053245
 0.38762314 0.4045763  0.73145443 0.66006564 0.90104254 1.15005263]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'loc_B5_11-27')",0.40341375411571423,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.28803188 0.54744896 0.8959505  1.0393125  0.69944686 0.79690982
 0.84383314 0.9518519  0.61484393 0.60532701 0.78054548 0.6281006
 0.32935889 0.37442802 0.6141954  0.59437383 0.97428291 1.25643898]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'B1_B5_angle_11-27')",0.34507844831088086,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29837069 0.46877809 0.94856042 0.92000059 0.60541229 0.86018501
 0.77976218 0.88008717 0.51878654 0.68998895 0.72135374 0.56287154
 0.37674085 0.4974862  0.86413853 0.6826737  1.01703193 1.14245221]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'dihedral_[28, 27, 29, 11]')",0.41107928318088094,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.24170979 0.51574411 0.84949128 1.04140421 0.68384223 0.93865606
 0.80700615 0.91825953 0.56682138 0.75285489 0.66145473 0.70786675
 0.38946536 0.28491633 0.72279019 0.52038137 0.94092897 1.2910873 ]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'bond_length_11-26')",0.3463662498147574,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29267373 0.45086944 0.94251783 0.91558529 0.59065362 0.84232122
 0.78701519 0.88338067 0.53482831 0.68395285 0.72046886 0.57908666
 0.36736082 0.52856147 0.8562913  0.67521739 1.01062478 1.1732712 ]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'aniso')",0.3663784827957619,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.29724758 0.43628884 0.9444689  0.79697019 0.54275063 0.84109839
 0.7425224  0.81192533 0.45770598 0.82618249 0.70851812 0.57688149
 0.41053964 0.51928695 0.95778766 0.73151297 1.06692736 1.16606568]"
"('Frequency_Stretch_12_13', 'Frequency_Stretch_24_25', 'iso')",0.3712761853473002,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.24867851 0.61827937 0.92783818 0.85871542 0.58481023 0.93868562
 0.8392123  0.95081419 0.48386633 0.5972729  0.76769374 0.63116749
 0.28953891 0.43747732 0.8127834  0.64368503 1.0182161  1.18594557]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'dipole_x_6-11-4')",0.4074081506569951,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.26539642 0.58977227 0.74779745 0.8855575  0.53878352 0.61817335
 0.56363592 0.51491665 0.70880879 0.94341875 1.03833645 0.19143838
 0.87124333 0.71235468 0.7830192  0.6739658  0.90886849 1.27919366]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'dipole_y_6-11-4')",0.41352437956979915,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.16950978 0.6386711  0.89577563 0.9180884  0.57846492 0.6538725
 0.55433474 0.48180637 0.59694494 0.98782873 1.02574711 0.17714112
 0.81902748 0.55737919 0.75012548 0.79876245 0.94248274 1.28871793]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'dipole_z_6-11-4')",0.6100935120739119,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.37909519 0.6918856  1.1232825  0.75211923 0.53033426 0.6529274
 0.56062983 0.46907152 0.73946103 1.17192963 1.16006526 0.49892118
 0.72443888 0.23083546 0.70511979 0.48312777 0.62018597 1.3412501 ]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'total_dipole_6-11-4')",0.4992531422811697,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.12739743 0.91356161 0.80111942 0.97778607 0.78810776 0.69856088
 0.56904703 0.42391464 0.52127936 1.01574073 1.11069194 0.17533272
 0.75678452 0.33949485 0.82338828 0.62203416 0.82679709 1.34364213]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'nbo_atom_14')",0.41322762072026054,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.18720829 0.75846564 0.86979055 0.85434893 0.6327565  0.68284004
 0.5793542  0.45976411 0.57473568 0.93782395 1.02716845 0.11777128
 0.79986169 0.64692972 0.78572973 0.70336373 0.91148787 1.30528025]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'nbo_atom_11')",0.4672495214187379,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.36382837 0.49720263 0.96329041 0.87573224 0.45656088 0.53377549
 0.56457707 0.4868908  0.55078579 0.83829293 1.02206235 0.39761854
 0.66543015 0.6825183  0.89382881 0.73075584 0.98710141 1.32442859]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'nbo_atom_27')",0.4330156786295505,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.30326402 0.63856049 0.94182959 0.76717825 0.50245522 0.66011706
 0.52923284 0.47632849 0.53582406 0.93557481 0.97465237 0.23562496
 0.73528774 0.70990557 0.87807033 0.75242041 0.96950426 1.28885017]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'nbo_atom_6')",0.4052660722741074,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.26884487 0.56053273 0.85302355 0.94155359 0.53617077 0.60119357
 0.54215039 0.51990732 0.6404655  0.94993303 1.04870201 0.25507773
 0.83084792 0.6970669  0.77764993 0.65399495 0.87914971 1.27841616]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'nbo_atom_26')",0.40399241169909583,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.1959427  0.70128409 0.83913532 0.9460496  0.62720508 0.64929804
 0.56313579 0.49610138 0.64319985 0.95334136 1.05291044 0.13696128
 0.84606833 0.60118536 0.76588116 0.67240875 0.87729621 1.26727586]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B1_11-26')",0.39875013116147096,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.22645393 0.63922614 0.85159713 0.92591489 0.57606044 0.62431252
 0.56431698 0.50151322 0.65408    0.94974543 1.04013432 0.17318596
 0.8249878  0.66929299 0.78194838 0.67368748 0.88691919 1.27130383]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B5_11-26')",0.39875013116147096,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.22645393 0.63922614 0.85159713 0.92591489 0.57606044 0.62431252
 0.56431698 0.50151322 0.65408    0.94974543 1.04013432 0.17318596
 0.8249878  0.66929299 0.78194838 0.67368748 0.88691919 1.27130383]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'L_11-26')",0.39880139058155295,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.22474228 0.63562641 0.84994621 0.92510137 0.57338108 0.62081318
 0.56608351 0.50216126 0.65752356 0.94868973 1.04042707 0.17612604
 0.82394543 0.67555637 0.77990252 0.67207217 0.88505625 1.27752617]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B1_B5_angle_11-26')",0.39875013116147096,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.22645393 0.63922614 0.85159713 0.92591489 0.57606044 0.62431252
 0.56431698 0.50151322 0.65408    0.94974543 1.04013432 0.17318596
 0.8249878  0.66929299 0.78194838 0.67368748 0.88691919 1.27130383]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B1_11-27')",0.3990471905174292,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.23152705 0.63947105 0.85419115 0.92904886 0.58077802 0.62020071
 0.56886773 0.50594246 0.65999498 0.94236486 1.04763862 0.17135007
 0.82384144 0.67068636 0.75730265 0.67515263 0.88707905 1.26924293]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B5_11-27')",0.39944290343378086,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.23860644 0.6436426  0.85882909 0.94819719 0.58074005 0.63042842
 0.56043243 0.49852251 0.65264603 0.92975197 1.023887   0.16932629
 0.80414331 0.66776584 0.78826435 0.67942229 0.89415989 1.26591492]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'L_11-27')",0.4151289817182745,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.24850201 0.68125946 0.84341931 1.03393097 0.61493451 0.61685439
 0.57816048 0.51299803 0.67219291 0.94071722 1.058098   0.19098267
 0.86262822 0.60306927 0.66552384 0.65406012 0.77644703 1.28090217]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'loc_B5_11-27')",0.4380737110487396,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.1944155  0.71700189 0.79107308 1.0181683  0.65003165 0.56332095
 0.61377155 0.54588509 0.74351493 0.9036881  1.11699185 0.19329967
 0.83006602 0.58744118 0.5717178  0.60185882 0.82785061 1.36458364]"
"('Frequency_Stretch_12_13', 'Amplitude_Stretch_24_25', 'B1_B5_angle_11-27')",0.40050258071005174,-inf,inf,inf,0.75,<modeling.LinearRegressionModel object at 0x00000293447DC6A0>,"[1.21342212 0.61715678 0.83809417 0.95426412 0.59412811 0.62648045
 0.56901744 0.50115876 0.67411506 0.93519594 1.05250932 0.18319051
 0.84589772 0.65559634 0.75119058 0.65870293 0.87334043 1.29121983]"
